url,datestr,id,frame,centroid,bbox
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203133.tif,2018-08-26,10300100828F1100,3203133,"(40.7373046875, -13.0517578125)","((40.693359375, -13.095703125), (40.693359375, -13.0078125), (40.78125, -13.0078125), (40.78125, -13.095703125), (40.693359375, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203301.tif,2018-08-26,10300100828F1100,3203301,"(40.5615234375, -12.9638671875)","((40.517578125, -13.0078125), (40.517578125, -12.919921875), (40.60546875, -12.919921875), (40.60546875, -13.0078125), (40.517578125, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203303.tif,2018-08-26,10300100828F1100,3203303,"(40.5615234375, -12.8759765625)","((40.517578125, -12.919921875), (40.517578125, -12.83203125), (40.60546875, -12.83203125), (40.60546875, -12.919921875), (40.517578125, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203310.tif,2018-08-26,10300100828F1100,3203310,"(40.6494140625, -12.9638671875)","((40.60546875, -13.0078125), (40.60546875, -12.919921875), (40.693359375, -12.919921875), (40.693359375, -13.0078125), (40.60546875, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203311.tif,2018-08-26,10300100828F1100,3203311,"(40.7373046875, -12.9638671875)","((40.693359375, -13.0078125), (40.693359375, -12.919921875), (40.78125, -12.919921875), (40.78125, -13.0078125), (40.693359375, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203312.tif,2018-08-26,10300100828F1100,3203312,"(40.6494140625, -12.8759765625)","((40.60546875, -12.919921875), (40.60546875, -12.83203125), (40.693359375, -12.83203125), (40.693359375, -12.919921875), (40.60546875, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203313.tif,2018-08-26,10300100828F1100,3203313,"(40.7373046875, -12.8759765625)","((40.693359375, -12.919921875), (40.693359375, -12.83203125), (40.78125, -12.83203125), (40.78125, -12.919921875), (40.693359375, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203321.tif,2018-08-26,10300100828F1100,3203321,"(40.5615234375, -12.7880859375)","((40.517578125, -12.83203125), (40.517578125, -12.744140625), (40.60546875, -12.744140625), (40.60546875, -12.83203125), (40.517578125, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203323.tif,2018-08-26,10300100828F1100,3203323,"(40.5615234375, -12.7001953125)","((40.517578125, -12.744140625), (40.517578125, -12.65625), (40.60546875, -12.65625), (40.60546875, -12.744140625), (40.517578125, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203330.tif,2018-08-26,10300100828F1100,3203330,"(40.6494140625, -12.7880859375)","((40.60546875, -12.83203125), (40.60546875, -12.744140625), (40.693359375, -12.744140625), (40.693359375, -12.83203125), (40.60546875, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203331.tif,2018-08-26,10300100828F1100,3203331,"(40.7373046875, -12.7880859375)","((40.693359375, -12.83203125), (40.693359375, -12.744140625), (40.78125, -12.744140625), (40.78125, -12.83203125), (40.693359375, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203332.tif,2018-08-26,10300100828F1100,3203332,"(40.6494140625, -12.7001953125)","((40.60546875, -12.744140625), (40.60546875, -12.65625), (40.693359375, -12.65625), (40.693359375, -12.744140625), (40.60546875, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203333.tif,2018-08-26,10300100828F1100,3203333,"(40.7373046875, -12.7001953125)","((40.693359375, -12.744140625), (40.693359375, -12.65625), (40.78125, -12.65625), (40.78125, -12.744140625), (40.693359375, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221101.tif,2018-08-26,10300100828F1100,3221101,"(40.5615234375, -12.6123046875)","((40.517578125, -12.65625), (40.517578125, -12.568359375), (40.60546875, -12.568359375), (40.60546875, -12.65625), (40.517578125, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221103.tif,2018-08-26,10300100828F1100,3221103,"(40.5615234375, -12.5244140625)","((40.517578125, -12.568359375), (40.517578125, -12.48046875), (40.60546875, -12.48046875), (40.60546875, -12.568359375), (40.517578125, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221110.tif,2018-08-26,10300100828F1100,3221110,"(40.6494140625, -12.6123046875)","((40.60546875, -12.65625), (40.60546875, -12.568359375), (40.693359375, -12.568359375), (40.693359375, -12.65625), (40.60546875, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221111.tif,2018-08-26,10300100828F1100,3221111,"(40.7373046875, -12.6123046875)","((40.693359375, -12.65625), (40.693359375, -12.568359375), (40.78125, -12.568359375), (40.78125, -12.65625), (40.693359375, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221112.tif,2018-08-26,10300100828F1100,3221112,"(40.6494140625, -12.5244140625)","((40.60546875, -12.568359375), (40.60546875, -12.48046875), (40.693359375, -12.48046875), (40.693359375, -12.568359375), (40.60546875, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3221113.tif,2018-08-26,10300100828F1100,3221113,"(40.7373046875, -12.5244140625)","((40.693359375, -12.568359375), (40.693359375, -12.48046875), (40.78125, -12.48046875), (40.78125, -12.568359375), (40.693359375, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203032.tif,2018-08-26,1030010083349100,3203032,"(40.2978515625, -13.0517578125)","((40.25390625, -13.095703125), (40.25390625, -13.0078125), (40.341796875, -13.0078125), (40.341796875, -13.095703125), (40.25390625, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203033.tif,2018-08-26,1030010083349100,3203033,"(40.3857421875, -13.0517578125)","((40.341796875, -13.095703125), (40.341796875, -13.0078125), (40.4296875, -13.0078125), (40.4296875, -13.095703125), (40.341796875, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203122.tif,2018-08-26,1030010083349100,3203122,"(40.4736328125, -13.0517578125)","((40.4296875, -13.095703125), (40.4296875, -13.0078125), (40.517578125, -13.0078125), (40.517578125, -13.095703125), (40.4296875, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203210.tif,2018-08-26,1030010083349100,3203210,"(40.2978515625, -12.9638671875)","((40.25390625, -13.0078125), (40.25390625, -12.919921875), (40.341796875, -12.919921875), (40.341796875, -13.0078125), (40.25390625, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203211.tif,2018-08-26,1030010083349100,3203211,"(40.3857421875, -12.9638671875)","((40.341796875, -13.0078125), (40.341796875, -12.919921875), (40.4296875, -12.919921875), (40.4296875, -13.0078125), (40.341796875, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010083349100/3203212.tif,2018-08-26,1030010083349100,3203212,"(40.2978515625, -12.8759765625)","((40.25390625, -12.919921875), (40.25390625, -12.83203125), (40.341796875, -12.83203125), (40.341796875, -12.919921875), (40.25390625, -12.919921875))"
